,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
13306,Jo Harman,Sideways,41.0,0.555,0.178,-11.771,0,0.0386,0.805,0.131,0.161,115.737,261493.0,4,2
13328,Samantha Fish,Love Your Lies,26.0,0.43,0.844,-6.564,1,0.0577,0.08,0.0995,0.595,175.647,167680.0,4,2
13337,Toronzo Cannon,Earnestine,10.0,0.645,0.872,-5.338,0,0.0419,0.105,0.154,0.959,115.627,213920.0,4,2
13344,Kelly Joe Phelps,Talkin' To Jehova,36.0,0.72,0.142,-18.26,0,0.05,0.941,0.09,0.64,107.134,276107.0,4,2
13360,David Jacobs-Strain,Shoot The Devil,25.0,0.561,0.72,-3.877,1,0.0357,0.0995,0.152,0.472,119.98,258133.0,4,2
13366,William Clarke,Lonesome Bedroom Blues,35.0,0.384,0.455,-13.386,0,0.0312,0.29,0.116,0.481,179.803,345667.0,3,2
13374,Hard Working Americans,The High Price of Inspiration,33.0,0.575,0.188,-16.499,0,0.0586,0.875,0.166,0.322,130.63,208439.0,4,2
13379,Paul Geremia,Devil Got My Woman,24.0,0.494,0.264,-14.155,1,0.0298,0.868,0.109,0.42,93.673,269733.0,4,2
13382,Debbie Davies,Life Of The Party,33.0,0.749,0.732,-7.897,0,0.0389,0.217,0.0981,0.952,102.063,231080.0,4,2
13395,Ringo Starr,Zoom In Zoom Out,40.0,0.743,0.619,-6.187,1,0.0313,0.128,0.156,0.763,115.069,237240.0,4,2
13397,Michael Kiwanuka,One More Night,60.0,0.684,0.764,-5.342,0,0.0254,0.0129,0.141,0.944,107.806,233413.0,4,2
13408,Big Jay McNeely,Deacon Rides Again,8.0,0.55,0.658,-4.166,1,0.0344,0.81,0.113,0.828,92.96,167867.0,4,2
13430,Otis Rush,All Your Love (I Miss Loving),23.0,0.459,0.67,-9.568,0,0.0483,0.836,0.23,0.665,127.855,157813.0,4,2
13440,Dani Wilde,Masters of War,34.0,0.426,0.352,-7.185,0,0.0401,0.55,0.0744,0.329,139.105,296413.0,3,2
13467,Big Head Todd and The Monsters,All True Man,49.0,0.726,0.385,-9.047,0,0.121,0.516,0.332,0.713,101.704,244501.0,4,2
13469,Ten Years After,I Woke up This Morning,37.0,0.326,0.545,-8.82,1,0.032,0.724,0.15,0.902,173.29,330400.0,3,2
13472,John Lee Hooker,Boogie Chillen,54.0,0.679,0.367,-6.946,1,0.0534,0.857,0.103,0.406,148.959,189640.0,4,2
13476,Kezia Gill,The Mess I Made,29.0,0.305,0.658,-4.841,0,0.0388,0.252,0.243,0.24,80.718,182117.0,4,2
13535,North Mississippi Allstars,Katrina,31.0,0.596,0.14,-13.349,1,0.0273,0.851,0.0948,0.431,80.955,301320.0,4,2
13550,Ryan Montbleau,Ships in the Night,43.0,0.599,0.125,-14.472,0,0.0557,0.93,0.0811,0.405,120.392,221379.0,4,2
13561,Muddy Waters,Forty Days And Forty Nights,44.0,0.596,0.405,-10.497,1,0.0313,0.643,0.205,0.812,88.593,174568.0,4,2
13562,Hans Theessink,Living With The Blues,37.0,0.774,0.11,-18.928,1,0.16,0.869,0.104,0.383,111.887,182813.0,4,2
13564,The Yardbirds,The Train Kept A-Rollin',38.0,0.483,0.692,-9.995,0,0.0363,0.102,0.102,0.935,89.05,208493.0,4,2
13575,Howlin' Wolf,Killing Floor,46.0,0.721,0.62,-9.775,1,0.0326,0.379,0.344,0.644,118.696,172827.0,4,2
13587,Big Mama Thornton,Hound Dog,54.0,0.563,0.542,-10.862,1,0.0962,0.706,0.355,0.785,133.285,181000.0,4,2
13588,Adrián Otero,Vamos las Bandas,20.0,0.736,0.564,-6.871,1,0.055,0.072,0.227,0.713,117.824,242706.0,4,2
13592,Dr. John,Creole Moon,47.0,0.453,0.562,-10.233,0,0.045,0.137,0.0463,0.463,156.654,514867.0,4,2
13601,The Black Crowes,Charming Mess,36.0,0.565,0.97,-3.792,1,0.0413,0.00096,0.0519,0.683,123.573,213693.0,4,2
13614,Blackberry Smoke,Waiting for the Thunder,23.0,0.278,0.807,-6.251,1,0.04,0.0125,0.976,0.665,140.83,258331.0,4,2
13622,Buddy Guy,Feels Like Rain,57.0,0.572,0.348,-13.454,1,0.0293,0.438,0.235,0.34,73.303,275267.0,4,2
13624,Tyler Bryant & the Shakedown,Backbone,26.0,0.516,0.737,-5.22,1,0.0992,0.0229,0.375,0.602,133.217,168293.0,4,2
13644,Duster Bennett,It's A Man Down There - Single Version,27.0,0.458,0.481,-6.703,1,0.0571,0.814,0.0458,0.636,165.041,168507.0,4,2
13652,Vinny Virgo,Shot Down,23.0,0.492,0.341,-9.538,0,0.0282,0.244,0.3,0.385,149.9,193915.0,3,2
13658,Lurrie Bell,I Feel so Good,17.0,0.698,0.747,-5.364,1,0.0539,0.624,0.281,0.864,125.795,254240.0,4,2
13668,Karen Lovely,Fish Outta Water,34.0,0.761,0.465,-7.967,0,0.0347,0.534,0.129,0.652,114.004,230533.0,4,2
13671,Blind Lemon Jefferson,Match Box Blues (4446),36.0,0.475,0.157,-19.063,1,0.0567,0.976,0.0776,0.519,169.224,183066.0,4,2
13738,Danny Kroha,Detroit Blues,42.0,0.751,0.486,-7.8,1,0.0523,0.921,0.0849,0.928,105.997,169040.0,4,2
13752,Humble Pie,Desperation (Stereo Version),33.0,0.299,0.634,-13.589,1,0.0438,0.00437,0.118,0.516,144.189,387640.0,3,2
13762,Willie Dixon,"I Can't Quit You, Baby",50.0,0.469,0.236,-16.981,1,0.0364,0.407,0.215,0.415,82.232,399173.0,4,2
13763,Ana Popovic,She Was a Doorman,41.0,0.431,0.892,-4.103,1,0.114,0.0768,0.211,0.844,185.965,243200.0,4,2
13781,Fantastic Negrito,Root City,46.0,0.645,0.74,-8.626,0,0.0324,0.223,0.338,0.672,94.931,172333.0,4,2
13792,Philip Sayce,Sailin' Shoes,24.0,0.473,0.913,-6.05,1,0.0594,0.02,0.487,0.594,94.518,203347.0,4,2
13806,Band Of Skulls,Black Magic,44.0,0.428,0.966,-2.207,1,0.116,0.00783,0.0719,0.505,166.06,168937.0,4,2
13819,The Greenhornes,Too Much Sorrow,24.0,0.39,0.407,-9.737,1,0.0284,0.00317,0.129,0.681,95.75,247307.0,4,2
13862,Love Sculpture,3 O'Clock Blues - 1999 RemasterStereo,33.0,0.532,0.377,-11.323,1,0.0404,0.0398,0.0998,0.654,81.475,310360.0,3,2
13882,Hitman Blues Band,The World Moves On,25.0,0.305,0.59,-6.402,1,0.0497,0.319,0.0876,0.36,69.98,284000.0,4,2
13941,JJ Appleton,Jason Solo,16.0,0.584,0.906,-8.69,1,0.597,0.769,0.101,0.799,79.633,362487.0,4,2
13948,Ma Rainey,Runaway Blues,39.0,0.81,0.233,-15.719,0,0.0515,0.981,0.132,0.555,86.258,146227.0,4,2
13957,Adam Douglas,Build A Fire,27.0,0.53,0.956,-6.327,0,0.0861,0.00577,0.101,0.907,171.982,278367.0,4,2
13958,Wynton Kelly,Old Clothes,31.0,0.52,0.216,-19.432,1,0.0404,0.787,0.117,0.368,144.849,464613.0,4,2
13967,Tinariwen,Cler Achel,41.0,0.684,0.792,-5.377,1,0.0576,0.508,0.069,0.927,98.527,267720.0,4,2
13977,Fantastic Negrito,How Long?,42.0,0.643,0.619,-7.111,0,0.0439,0.131,0.0784,0.466,71.742,256466.0,4,2
14014,Otis Spann,Someday (Electric),41.0,0.581,0.333,-14.209,1,0.032,0.944,0.332,0.488,94.197,206800.0,3,2
14015,Larkin Poe,Keep Diggin’,34.0,0.523,0.684,-5.449,1,0.0374,0.00448,0.0822,0.693,136.983,193390.0,4,2
14017,The Cold Stares,Hard Times,39.0,0.366,0.825,-8.324,1,0.0622,0.00031,0.327,0.769,174.027,206619.0,4,2
14030,Otis Grand,Holding You Up For Love,31.0,0.554,0.727,-8.132,1,0.0264,0.285,0.267,0.582,97.47,369400.0,4,2
14034,Victoria Spivey,Garter Snake Blues,33.0,0.643,0.175,-13.24,1,0.0496,0.986,0.299,0.721,100.521,197146.0,4,2
14035,Little Walter,Juke - Single Version,7.0,0.541,0.674,-9.291,1,0.112,0.761,0.111,0.572,145.952,163387.0,4,2
14040,Count Five,The World,19.0,0.715,0.544,-7.659,1,0.0377,0.484,0.0731,0.87,116.308,133133.0,4,2
14050,"Luther ""Guitar Junior"" Johnson",Somebody Have Mercy,30.0,0.648,0.651,-13.139,1,0.0449,0.741,0.122,0.961,112.125,185773.0,4,2
14058,Joe Bonamassa,How Many More Times - Live,31.0,0.31,0.887,-7.527,1,0.0856,0.00158,0.937,0.427,144.667,922506.0,4,2
14080,Ben Poole,Further on Down the Line,38.0,0.589,0.762,-7.031,1,0.0391,0.00945,0.0517,0.688,174.038,236200.0,4,2
14099,Wilbert Harrison,Kansas City,47.0,0.727,0.665,-6.453,1,0.0352,0.653,0.349,0.912,114.979,150333.0,4,2
14146,Rev. Gary Davis,Devil's Dream,26.0,0.578,0.0971,-23.47,0,0.0528,0.942,0.104,0.699,104.854,119907.0,4,2
14173,King Solomon Hicks,421 South Main,32.0,0.458,0.914,-4.141,0,0.0339,0.00126,0.316,0.776,135.958,164080.0,4,2
14180,Tinsley Ellis,Nothing But Fine,15.0,0.789,0.756,-4.677,0,0.0563,0.116,0.0767,0.649,118.931,232053.0,4,2
14195,Samba Touré,Gandadiko,17.0,0.41,0.447,-9.028,1,0.0594,0.865,0.108,0.725,207.469,264933.0,4,2
14197,Corey Harris,Tamalah,7.0,0.454,0.822,-12.795,1,0.0669,0.031,0.0449,0.79,171.713,400800.0,4,2
14211,The Savage Resurrection,Fox Is Sick,22.0,0.687,0.58,-10.354,0,0.055,0.628,0.206,0.964,129.415,162587.0,4,2
14217,Horace Silver,Senor Blues,38.0,0.516,0.374,-10.388,0,0.0341,0.915,0.111,0.769,145.449,398027.0,5,2
14230,Phosphorescent,Ride On / Right On,47.0,0.539,0.582,-7.414,1,0.0328,0.00818,0.15,0.245,95.07,224907.0,4,2
14239,Colin James,Riding In the Moonlight / Mr. Luck,42.0,0.619,0.697,-6.167,1,0.0813,0.618,0.241,0.961,131.123,177367.0,4,2
14260,G. Love & Special Sauce,The Juice (feat. Marcus King),30.0,0.816,0.742,-3.531,1,0.0909,0.393,0.0865,0.814,94.472,187027.0,4,2
14267,Tony Spinner,The Answer,40.0,0.676,0.648,-6.456,1,0.0294,0.00703,0.113,0.889,115.964,302640.0,4,2
14276,The Sheepdogs,Feeling Good - Live,27.0,0.295,0.839,-8.005,1,0.0568,0.0094,0.741,0.497,126.062,232389.0,4,2
14299,Son Seals,Sadie,45.0,0.502,0.753,-9.625,0,0.0395,0.142,0.0891,0.927,122.656,367533.0,4,2
14300,Allman Brothers Band,Statesboro Blues,50.0,0.488,0.721,-9.141,1,0.0617,0.309,0.437,0.786,125.94,259444.0,4,2
14308,Free,Goin' Down Slow,32.0,0.358,0.53,-10.964,1,0.0369,0.00652,0.13,0.489,127.064,500627.0,3,2
14324,The Derek Trucks Band,Key To The Highway - Live,39.0,0.399,0.728,-6.121,1,0.0671,0.0164,0.95,0.504,111.808,382200.0,3,2
14329,Samantha Fish,Let's Have Some Fun,42.0,0.674,0.318,-6.825,1,0.0281,0.98,0.11,0.189,91.257,267790.0,4,2
14334,The Blue Quarantinos,I’m Yours And I’m Hers,32.0,0.352,0.744,-11.598,1,0.0796,0.00556,0.366,0.775,86.978,204741.0,4,2
14339,Esther Phillips,The Storm (01-16-52),35.0,0.542,0.467,-7.453,0,0.0478,0.948,0.19,0.293,66.012,187333.0,3,2
14348,Gallon Drunk,Just One More,13.0,0.433,0.814,-6.935,1,0.0751,3.38e-05,0.277,0.685,137.556,235600.0,4,2
14356,The Revivalists,Soulfight,60.0,0.591,0.454,-8.851,1,0.0317,0.636,0.0793,0.198,123.379,392800.0,4,2
14381,The Chocolate Watchband,Baby Blue,37.0,0.535,0.816,-8.534,1,0.0286,0.044,0.117,0.726,105.635,192560.0,4,2
14386,North Mississippi Allstars,Up and Rolling,59.0,0.808,0.532,-7.472,1,0.025,0.543,0.122,0.816,89.934,303920.0,4,2
14412,Tedeschi Trucks Band,Part of Me,55.0,0.679,0.608,-8.334,1,0.034,0.434,0.0942,0.735,111.803,246573.0,4,2
14416,Ronnie Wood,Outlaws,19.0,0.487,0.923,-5.059,1,0.0399,0.143,0.273,0.963,159.295,242280.0,4,2
14446,13th Floor Elevators,Slip Inside This House - Stereo LP Version,43.0,0.555,0.694,-8.453,0,0.0426,0.101,0.123,0.602,127.423,482278.0,4,2
14449,Beats Antique,Beauty Beats,44.0,0.601,0.755,-5.528,1,0.0405,0.0575,0.347,0.508,180.02,225000.0,4,2
14478,Eric Bibb,Brazos River Blues,39.0,0.664,0.384,-10.569,1,0.0455,0.488,0.108,0.396,116.242,151403.0,3,2
14481,Robert Randolph & The Family Band,Simple Man,36.0,0.656,0.284,-8.192,0,0.0541,0.747,0.13,0.5,70.055,183240.0,4,2
14494,Professor Longhair,Tipitina - Mono,38.0,0.476,0.372,-14.346,1,0.0321,0.87,0.1,0.952,200.241,158902.0,4,2
14505,Tedeschi Trucks Band,Keep On Growing - Live,41.0,0.327,0.824,-10.013,1,0.053,0.0248,0.968,0.434,96.333,650747.0,4,2
14518,The Hentchmen,Michigan Blues,9.0,0.414,0.871,-9.63,1,0.0328,0.0584,0.0732,0.862,148.588,130000.0,4,2
14526,Depeche Mode,John the Revelator,40.0,0.638,0.957,-2.349,0,0.0574,0.0501,0.355,0.527,130.013,221933.0,4,2
14554,Lonesome Shack,Too Bad,21.0,0.59,0.857,-8.501,0,0.031,0.123,0.109,0.51,112.628,190627.0,4,2
14561,Dennis Gruenling,You Got It,11.0,0.65,0.5,-5.522,1,0.0482,0.979,0.127,0.891,109.935,194587.0,4,2
14576,Luther Allison,Should I Wait,49.0,0.638,0.738,-9.563,1,0.0271,0.0315,0.211,0.816,104.098,304600.0,3,2
14580,Nicki Bluhm,To Rise You Gotta Fall,34.0,0.416,0.634,-8.917,1,0.0615,0.535,0.0959,0.785,167.267,296388.0,4,2
14600,Robin Trower,United State of Mind,30.0,0.696,0.63,-8.057,1,0.0287,0.387,0.352,0.883,96.032,218125.0,4,2
14614,Herbie Hancock,Watermelon Man - Remastered,55.0,0.612,0.526,-8.558,0,0.0272,0.727,0.183,0.594,129.341,429267.0,4,2
14616,The Du Droppers,I Wanna Know,35.0,0.611,0.486,-12.781,0,0.0576,0.799,0.125,0.887,79.284,137707.0,4,2
14630,Billy Price,Love Don't Love Nobody,11.0,0.491,0.338,-8.924,1,0.0335,0.777,0.0897,0.224,139.199,406707.0,3,2
14633,Wild the Coyote,Dog Days,24.0,0.77,0.676,-4.888,0,0.0467,0.301,0.34,0.733,91.988,248478.0,4,2
14644,Robert Randolph & The Family Band,Smile,24.0,0.298,0.726,-7.375,1,0.0347,0.0141,0.0965,0.444,172.659,293173.0,4,2
14695,Fantastic Negrito,Working Poor,39.0,0.765,0.636,-8.158,0,0.0479,0.0563,0.118,0.518,83.524,240726.0,4,2
14703,"Clarence ""Gatemouth"" Brown",Ventilator Blues,31.0,0.658,0.42,-13.075,1,0.0443,0.363,0.128,0.457,140.85,373000.0,4,2
14726,Mavis Staples,We Get By,40.0,0.509,0.386,-8.609,1,0.0881,0.624,0.133,0.674,134.543,215947.0,4,2
14745,Paulo Mendonca,U got 2 believe,38.0,0.616,0.908,-6.867,0,0.0551,0.00194,0.0345,0.808,92.984,208332.0,4,2
14757,Them,Jo Ann,28.0,0.614,0.766,-11.58,1,0.0326,0.588,0.102,0.814,132.421,175853.0,4,2
14766,Carolyn Wonderland,Bad to the Bone,43.0,0.578,0.0704,-13.44,0,0.0678,0.816,0.11,0.288,168.939,244904.0,3,2
14770,The J. Geils Band,I Don't Need You No More,24.0,0.5,0.803,-7.377,1,0.0374,0.147,0.345,0.927,144.724,155640.0,4,2
14803,Ben Harper,The Bottle Wins Again,30.0,0.599,0.548,-8.288,0,0.0774,0.0812,0.141,0.692,123.32,218102.0,4,2
14805,Heather Crosse,My Man Called Me,32.0,0.655,0.802,-5.17,0,0.0439,0.101,0.0904,0.663,136.82,214050.0,4,2
14816,Stevie Ray Vaughan,Mary Had a Little Lamb,59.0,0.678,0.493,-13.782,1,0.0302,0.0882,0.264,0.914,122.627,166960.0,4,2
14818,Jack White,Corporation,33.0,0.776,0.795,-7.548,1,0.162,0.103,0.108,0.45,103.41,339000.0,4,2
14826,Albert Collins,I Ain't Drunk,46.0,0.656,0.551,-14.141,1,0.0889,0.171,0.0676,0.773,125.659,247507.0,4,2
14849,Fantastic Negrito,Never Give Up,20.0,0.469,0.601,-10.252,1,0.15,0.23,0.151,0.16,139.771,66884.0,4,2
14854,Johnnie Temple,Lead Pencil Blues (1935),38.0,0.873,0.234,-13.444,1,0.0486,0.963,0.11,0.822,104.591,187350.0,4,2
14861,The Robins,All Night Baby,32.0,0.475,0.89,-6.974,0,0.102,0.622,0.226,0.436,123.519,186173.0,4,2
14920,Little Buster & the Soul Brothers,Engines And Wings,8.0,0.666,0.669,-9.415,1,0.0308,0.232,0.107,0.879,105.265,256467.0,4,2
14941,The Record Company,Ball And Chain,47.0,0.552,0.958,-5.304,0,0.0719,0.00397,0.226,0.183,128.008,304687.0,4,2
14951,Joey Landreth,Better Together,25.0,0.726,0.462,-8.077,1,0.0505,0.0344,0.197,0.526,84.038,210640.0,4,2
14953,Kenny Wayne Shepherd,Down For Love - Live,26.0,0.329,0.893,-6.486,1,0.0772,0.00182,0.75,0.556,133.074,269440.0,4,2
14973,Bernard Allison,Groove With Me,5.0,0.677,0.72,-10.376,1,0.0957,0.224,0.961,0.85,95.808,303933.0,4,2
15031,Michael Kiwanuka,Cold Little Heart - Radio Edit,71.0,0.629,0.58,-6.208,0,0.0278,0.357,0.436,0.655,110.264,210300.0,4,2
15038,Harmonica Shah,She Used to Be Beautiful,1.0,0.574,0.756,-5.994,1,0.0292,0.0965,0.126,0.711,99.313,279573.0,4,2
15041,Steamhammer,Contemporary Chick Con Song - Remastered,33.0,0.448,0.605,-9.105,1,0.054,0.084,0.1,0.52,129.345,295213.0,4,2
15043,Blind Lemon Jefferson,Match Box Blues,36.0,0.475,0.157,-19.063,1,0.0567,0.976,0.0776,0.519,169.224,183066.0,4,2
15063,T-Bone Walker,T-Bone Blues,47.0,0.541,0.283,-13.659,1,0.0527,0.805,0.0736,0.564,76.828,228627.0,4,2
15068,Faye Adams,Hurts Me To My Heart,33.0,0.554,0.429,-9.055,1,0.042,0.522,0.17,0.821,82.752,180200.0,4,2
15083,Richie Kotzen,The Damned,39.0,0.479,0.939,-3.826,0,0.059,0.0417,0.323,0.547,93.047,279086.0,4,2
15098,John Boutté,Accentuate The Positive,22.0,0.828,0.376,-10.096,1,0.103,0.825,0.111,0.698,120.082,144800.0,4,2
15101,Cobi,Prophet Story,40.0,0.576,0.478,-4.028,1,0.027,0.724,0.127,0.241,95.864,218992.0,4,2
15104,Jeff Beck,Roy's Toy,21.0,0.716,0.895,-5.419,1,0.0932,0.0266,0.0992,0.577,99.96,215040.0,4,2
15112,Jesse Roper,Horizons,32.0,0.524,0.73,-4.479,0,0.0767,0.624,0.389,0.654,109.533,157693.0,4,2
15116,Brian Casey,Oh Now,37.0,0.452,0.207,-13.043,1,0.0299,0.906,0.208,0.347,174.427,152076.0,4,2
15143,Detroit Blues Band,Missing You,12.0,0.515,0.308,-14.711,1,0.0312,0.907,0.3,0.501,172.472,298093.0,3,2
15171,Earl Hooker,Blue Guitar,36.0,0.515,0.325,-13.498,0,0.0305,0.763,0.122,0.553,68.804,161480.0,4,2
15175,Louis Jordan & His Tympany Five,What's The Use Of Getting Sober (When You're Gonna Get Drunk Again),12.0,0.641,0.108,-15.302,1,0.156,0.809,0.173,0.339,86.839,169440.0,4,2
15182,Susan Tedeschi,It Hurt So Bad,38.0,0.354,0.518,-6.122,1,0.0949,0.68,0.685,0.528,207.934,361480.0,3,2
15198,Junior Wells,Hoodoo Man Blues,33.0,0.708,0.324,-13.247,1,0.332,0.442,0.149,0.638,103.924,126933.0,4,2
15215,Larkin Poe,She's A Self Made Man,48.0,0.279,0.723,-5.322,1,0.0472,0.0134,0.201,0.455,138.174,181625.0,4,2
15235,Omar Coleman,Strange Times,35.0,0.516,0.55,-7.304,1,0.0387,0.315,0.261,0.719,178.42,261990.0,4,2
15242,U.P. Wilson,Shakin' Dem Bones,29.0,0.501,0.645,-10.914,1,0.0866,0.575,0.0828,0.684,157.296,227067.0,4,2
15264,Goodbye June,Oh No,55.0,0.258,0.978,-4.208,1,0.172,0.000519,0.218,0.28,132.862,221470.0,4,2
15267,Thornetta Davis,Cry,24.0,0.575,0.607,-8.295,1,0.0238,0.303,0.093,0.748,102.105,251600.0,4,2
15275,Bettye LaVette,Romance In The Dark,40.0,0.74,0.419,-7.859,1,0.0507,0.76,0.118,0.684,137.671,258547.0,4,2
15278,Aisha Badru,Splintered,45.0,0.369,0.303,-11.763,0,0.0564,0.848,0.111,0.127,147.439,250453.0,4,2
15282,Little Arthur Duncan,44 Blues,30.0,0.74,0.413,-11.152,1,0.0499,0.803,0.752,0.564,131.764,226653.0,4,2
15284,Layla Zoe,Nowhere Left to Go,30.0,0.702,0.633,-6.402,0,0.0552,0.0921,0.0965,0.556,80.02,227333.0,4,2
15293,Johnny Adams,Reconsider Me,29.0,0.441,0.49,-11.249,1,0.0447,0.642,0.417,0.556,107.735,235431.0,1,2
15294,Jo Harman,Loving Arms,27.0,0.471,0.369,-10.804,1,0.0559,0.732,0.124,0.299,129.086,381050.0,4,2
15314,Derek & The Dominos,Layla,75.0,0.404,0.902,-3.88,1,0.0665,0.577,0.287,0.497,115.669,423840.0,4,2
15317,Free,Walk In My Shadow,40.0,0.532,0.548,-10.105,0,0.0253,0.0991,0.264,0.902,93.765,210427.0,4,2
15340,Ray Wylie Hubbard,Rattlesnake Shakin’ Woman,38.0,0.282,0.484,-6.875,1,0.0352,0.374,0.125,0.312,177.367,271678.0,4,2
15346,Blodwyn Pig,It's Only Love - 2006 Remaster,29.0,0.44,0.757,-6.813,1,0.0591,0.289,0.294,0.616,74.712,203573.0,4,2
15348,Eddie Burns,Lonesome Feeling,9.0,0.589,0.337,-10.761,1,0.118,0.598,0.176,0.585,185.908,287547.0,3,2
15357,Robert Henry,Something's Wrong,2.0,0.576,0.32,-9.224,1,0.0597,0.795,0.104,0.891,96.171,172713.0,4,2
15385,The Jeff Healey Band,The Moon Is Full,18.0,0.511,0.82,-7.423,1,0.0596,0.117,0.0959,0.928,102.18,246360.0,4,2
15386,Lacy Gibson,Drown In My Own Tears,31.0,0.639,0.38,-16.251,1,0.0753,0.426,0.124,0.488,97.814,280573.0,1,2
15412,Ten Years After,One Of These Days - live,37.0,0.15,0.828,-6.575,0,0.0856,0.000347,0.734,0.432,75.99,308093.0,4,2
15424,Johnny Hodges,Castle Rock,36.0,0.716,0.322,-12.394,1,0.0387,0.966,0.103,0.629,171.485,169413.0,4,2
15425,Cephas & Wiggins,Dog Days of August,14.0,0.601,0.41,-9.331,1,0.0442,0.509,0.104,0.765,106.399,251693.0,4,2
15432,Dumpstaphunk,United Nations Stomp (feat. Marcus King),44.0,0.392,0.897,-3.835,1,0.0992,0.00161,0.0416,0.561,184.053,347000.0,4,2
15455,Black River Delta,Going Down,19.0,0.483,0.808,-6.324,1,0.114,0.0407,0.0987,0.68,82.042,208867.0,4,2
15466,Nathan Cavaleri,29 Gold Stars,23.0,0.632,0.388,-6.686,1,0.117,0.341,0.18,0.808,99.99,145513.0,4,2
15467,Jon Batiste,CRY,52.0,0.738,0.507,-6.991,0,0.0272,0.229,0.0724,0.7,80.015,237244.0,4,2
15468,Basement Freaks,A Blues Thang,29.0,0.79,0.838,-5.497,0,0.136,0.0685,0.102,0.916,97.976,203456.0,4,2
15471,Cannonball Adderley,One For Daddy-O - Remastered,52.0,0.616,0.434,-7.257,0,0.031,0.581,0.131,0.404,108.467,505453.0,4,2
15474,Snooks Eaglin,Brown Skin Woman,35.0,0.647,0.191,-18.669,1,0.0271,0.924,0.109,0.439,104.984,227960.0,1,2
15499,Tiny Bradshaw,Soft,31.0,0.687,0.499,-12.092,1,0.0395,0.664,0.0893,0.809,82.5,153573.0,4,2
15505,George Thorogood & The Destroyers,Bad To The Bone,69.0,0.459,0.727,-11.777,1,0.0303,0.00614,0.384,0.955,149.231,292173.0,1,2
15519,Bob Corritore,Big Mama's Soul Food,18.0,0.421,0.9,-3.171,1,0.162,0.59,0.315,0.755,130.294,249235.0,4,2
15530,Damon Fowler,Alafia Moon,29.0,0.388,0.41,-9.376,1,0.0301,0.183,0.0993,0.42,116.168,274173.0,3,2
15556,Sonny Landreth,Somebody Gotta Make A Move,41.0,0.572,0.522,-8.699,0,0.0348,0.582,0.156,0.218,125.971,234418.0,4,2
15563,Ida Mae,Reaching,29.0,0.499,0.395,-5.839,1,0.0293,0.521,0.147,0.547,81.685,195467.0,4,2
15571,GA-20,Two In The Ground,35.0,0.529,0.481,-8.501,1,0.0258,0.627,0.26,0.436,85.9,252634.0,4,2
15573,Diunna Greenleaf,Sunny Day Friends,31.0,0.604,0.771,-4.656,1,0.0619,0.273,0.0599,0.594,124.089,220933.0,4,2
15574,Mike Zito,Big Mouth,41.0,0.604,0.743,-6.442,0,0.0349,0.0971,0.0604,0.823,99.37,248080.0,4,2
15587,Lil Ed & The Blues Imperials,World Of Love,6.0,0.49,0.72,-6.11,1,0.032,0.0251,0.1,0.93,167.89,240267.0,4,2
15608,The Stone Foxes,I Know Who You Are,31.0,0.492,0.664,-8.116,1,0.0679,0.00584,0.101,0.35,154.919,191904.0,4,2
15614,Jj Thames,Only Fool Was Me,25.0,0.562,0.466,-8.879,1,0.0333,0.441,0.337,0.257,144.105,268453.0,3,2
15624,Trudy Lynn,One Monkey Don't Stop No Show,10.0,0.736,0.709,-5.687,1,0.121,0.671,0.0849,0.832,118.888,194933.0,4,2
15629,Anni Piper,Love's Truly Blind,32.0,0.639,0.422,-9.385,1,0.0263,0.272,0.124,0.321,105.015,207640.0,3,2
15643,Jamie Berry,This Is For Everyone - Original Mix,42.0,0.674,0.65,-6.124,1,0.0398,0.182,0.27,0.818,115.999,229655.0,4,2
15650,King King,Wait On Time - Live,35.0,0.561,0.804,-8.4,1,0.0607,0.0385,0.706,0.588,118.076,386853.0,4,2
15683,Buddy Guy,Messin' with the Kid,2.0,0.723,0.738,-8.571,1,0.0442,0.81,0.0829,0.809,120.121,135547.0,4,2
15684,Albert King,Blues At Sunrise,35.0,0.343,0.617,-7.179,1,0.108,0.366,0.784,0.523,171.624,910480.0,3,2
15709,Celso Blues Boy,Por um Monte de Cerveja,28.0,0.613,0.878,-5.731,1,0.0313,0.00777,0.168,0.902,129.991,232699.0,4,2
15710,Ruth Brown,I Don't Know,46.0,0.727,0.296,-7.851,1,0.0381,0.642,0.0815,0.592,101.006,173733.0,4,2
15731,North Mississippi Allstars,Catfish,49.0,0.633,0.862,-6.869,0,0.0507,0.0443,0.366,0.611,89.957,231000.0,4,2
15736,Howlin' Wolf,Back Door Man,42.0,0.528,0.592,-14.041,0,0.0621,0.747,0.203,0.925,156.623,173533.0,4,2
15755,Bones Owens,Keep It Close,49.0,0.451,0.817,-5.124,1,0.038,0.0144,0.103,0.459,79.974,220791.0,4,2
15820,The Go,Summer Sun Blues,11.0,0.416,0.813,-6.183,1,0.0381,0.122,0.107,0.424,122.171,217040.0,4,2
15848,Joe Bonamassa,Love Ain't a Love Song,36.0,0.471,0.944,-4.673,0,0.0686,0.000744,0.193,0.763,94.414,228520.0,4,2
15850,Ariel Posen,Coming Back,33.0,0.61,0.547,-8.05,0,0.0353,0.0911,0.165,0.618,131.99,178333.0,4,2
